"logFC","AveExpr","t","P.Value","adj.P.Val","B","ProbeID","SYMBOL","ENTREZID"
-0.783647935196847,6.86827732540649,-5.40578459823406,2.40368065437391e-07,0.000192454697726871,6.66662747612842,"ILMN_1766753","RBMS1","5937"
-0.99981763251004,7.16740293138097,-5.38880941436156,2.60267820843263e-07,0.00019648622000844,6.5930821984846,"ILMN_2096759","PSMC6","5706"
-0.941999908666821,7.34449262517471,-5.38610646867788,2.63581292452807e-07,0.00019648622000844,6.58138587024428,"ILMN_3302139","LOC729687","729687"
-0.537980877865256,6.5268421488419,-5.34493388935701,3.19440509394532e-07,0.000218942599628027,6.40370719786382,"ILMN_1656898","LOC653324","653324"
-0.638509356547247,6.79060228974151,-5.34276639608347,3.22680960676426e-07,0.000218942599628027,6.39437879448386,"ILMN_2361575","SNX14","57231"
-0.639196493032153,6.69581259954288,-5.33459444892652,3.35188826222574e-07,0.000218942599628027,6.35923144067695,"ILMN_3195815","LOC100130561","100130561"
-0.612701622606018,6.72377707315515,-5.25657603073163,4.81024147963375e-07,0.000291648610843527,6.02550765237669,"ILMN_1700810","HSPCAL3","3324"
-0.966110454746171,6.93447966618198,-5.25448720588185,4.85676287832684e-07,0.000291648610843527,6.01661857078516,"ILMN_1797926","ROBO2","6092"
-0.780034925265067,8.16322572227046,-5.24533238845263,5.06587506437825e-07,0.000293702230910481,5.9776882571093,"ILMN_1731203","RNF213","57674"
-0.682212933851029,6.62460513708787,-5.24121819215767,5.16268145739582e-07,0.000293702230910481,5.96020795933083,"ILMN_2386053","DACH1","1602"
-0.848036913121751,8.10764270131226,-5.22965711632505,5.44445376816933e-07,0.000301790260410986,5.91113767451468,"ILMN_1746919","LOC643882","643882"
-0.726705132877633,6.89359255378602,-5.21255526017592,5.88890545083616e-07,0.000310503312283356,5.83868580807843,"ILMN_1692588","C14orf125","25938"
-0.560142388893678,6.22025020369525,-5.20070590417716,6.21735909449116e-07,0.000315990607196368,5.7885815107178,"ILMN_2121189","C1orf156","92342"
-0.644520646633143,7.00991892560623,-5.19730307864513,6.31493223859564e-07,0.000315990607196368,5.77420733084895,"ILMN_3191922","KRT8P9","390601"
-0.822188231500469,6.8091129025884,-5.19330473964939,6.43148613037293e-07,0.000315990607196368,5.757325848342,"ILMN_3230286","LOC731605","731605"
-0.775073512701112,6.8004254163733,-5.18286167918963,6.74586839816382e-07,0.000317227500104378,5.713276097261,"ILMN_1789224","MAP9","79884"
-1.20618315878161,7.66836779297256,-5.18272288694829,6.75014571412775e-07,0.000317227500104378,5.71269107016705,"ILMN_1791466","HMGB1","3146"
-1.00213067648822,7.68317926360783,-5.16859172708187,7.19973386737461e-07,0.000322071055538559,5.65318292501138,"ILMN_3305993","LOC728602","728602"
-0.938281363891629,7.09007742485892,-5.1648311160586,7.32420458984666e-07,0.000322071055538559,5.63736538251365,"ILMN_3294965","LOC100133211","100133211"
-0.754750560070645,6.73520273099957,-5.16306913897805,7.38324116265973e-07,0.000322071055538559,5.62995704749806,"ILMN_2341645","HNRPH3","3189"
-0.515316988582264,6.55360059510804,-5.15441676649597,7.6799290975058e-07,0.000322071055538559,5.59360298612701,"ILMN_2068122","TMEM65","157378"
-0.753156926004083,6.79890857301338,-5.14901710845238,7.87092437181393e-07,0.000322071055538559,5.57093698723224,"ILMN_2186319","TSPAN2","10100"
-0.580973913281034,6.58125654632683,-5.14831518642599,7.89608934385402e-07,0.000322071055538559,5.56799175511522,"ILMN_1757011","LY75","4065"
-1.15507221316961,10.6640758870848,-5.13639592332041,8.33555133630108e-07,0.000328131386906709,5.51802153299738,"ILMN_3231550","LOC100131718","100131718"
-0.522547823977744,6.84175776211882,-5.13606091501233,8.34824048472059e-07,0.000328131386906709,5.51661820636992,"ILMN_3291673","LOC100131452","100131452"
-0.619131205650342,6.6187848341409,-5.11668521199535,9.11497812452868e-07,0.000351870709100109,5.4355628294604,"ILMN_2133146","NUDT21","11051"
-0.530827877485357,6.33016691804348,-5.10225791588424,9.72993285581124e-07,0.000364817980154026,5.37534674835392,"ILMN_3256540","LOC100130746","100130746"
-1.06376893609672,7.40329592159624,-5.10094441613016,9.78788178783121e-07,0.000364817980154026,5.36987039520282,"ILMN_1703622","PPIB","5479"
-0.851246019456477,7.15488303032636,-5.08943052606018,1.03104168061558e-06,0.000368614874200797,5.32190780599854,"ILMN_2227368","SELT","51714"
-0.949844051924018,7.12515353833419,-5.08934459191907,1.03144168782618e-06,0.000368614874200797,5.32155012058429,"ILMN_2371984","SMAD5","4090"
-0.991831783203554,6.96019865704224,-5.08444898566742,1.05448053822366e-06,0.000368614874200797,5.30118000298029,"ILMN_1708345","DNTTIP2","30836"
-0.503119751875839,6.31932995794725,-5.08125357035503,1.0697871462597e-06,0.000368614874200797,5.28789159245025,"ILMN_1745988","NUDT12","83594"
-0.950181821775367,7.08751442819377,-5.08033408026583,1.07423152348275e-06,0.000368614874200797,5.28406889510904,"ILMN_2135232","SFRS3","6428"
-0.530902444190816,6.32644061843615,-5.07615423534295,1.09466207545031e-06,0.000369756324173199,5.26669766230807,"ILMN_1700975","ENSA","2029"
-0.589266137224102,6.70440000071579,-5.06916501753198,1.12967085359039e-06,0.000375711146352569,5.237673158661,"ILMN_2413264","SOCS4","122809"
-0.807436940213659,7.89082820045997,-5.05434620952533,1.20753302925572e-06,0.000386908095838518,5.17622696772406,"ILMN_3301052","LOC728791","728791"
-0.708203749654576,6.81783900776856,-5.05378851236099,1.21056287153712e-06,0.000386908095838518,5.17391693926636,"ILMN_2043828","UTP23","84294"
